Name,Text,Type
673.Number-of-Longest-Increasing-Subsequence,"Given an integer array nums, return the number of longest increasing subsequences.Notice that the sequence has to be strictly increasing. Example 1:Example 2: Constraints:",Dynamic_Programming
960.Delete-Columns-to-Make-Sorted-III,NOLEETCODE LINK,Dynamic_Programming
983.Minimum-Cost-For-Tickets,You have planned some train traveling one year in advance. The days of the year in which you will travel are given as an integer array days. Each day is an integer from 1 to 365.Train tickets are sold in three different ways:The passes allow that many days of consecutive travel.Return the minimum number of dollars you need to travel every day in the given list of days. Example 1:Example 2: Constraints:,Dynamic_Programming
1043.Partition-Array-for-Maximum-Sum,"Given an integer array arr, partition the array into (contiguous) subarrays of length at most k. After partitioning, each subarray has their values changed to become the maximum value of that subarray.Return the largest sum of the given array after partitioning. Test cases are generated so that the answer fits in a 32-bit integer. Example 1:Example 2:Example 3: Constraints:",Dynamic_Programming
1105.Filling-Bookcase-Shelves,"You are given an array books where books[i] = [thicknessi, heighti] indicates the thickness and height of the ith book. You are also given an integer shelfWidth.We want to place these books in order onto bookcase shelves that have a total width shelfWidth.We choose some of the books to place on this shelf such that the sum of their thickness is less than or equal to shelfWidth, then build another level of the shelf of the bookcase so that the total height of the bookcase has increased by the maximum height of the books we just put down. We repeat this process until there are no more books to place.Note that at each step of the above process, the order of the books we place is the same order as the given sequence of books.Return the minimum possible height that the total bookshelf can be after placing shelves in this manner. Example 1:Example 2: Constraints:",Dynamic_Programming
1959.minimum-total-space-wasted-with-k-resizing-operations,NOLEETCODE LINK,Dynamic_Programming
2052.Minimum-Cost-to-Separate-Sentence-Into-Rows,NOLEETCODE LINK,Dynamic_Programming
1416.Restore-The-Array,NOLEETCODE LINK,Dynamic_Programming
1546.Maximum-Number-of-Non-Overlapping-Subarrays-With-Sum-Equals-Target,NOLEETCODE LINK,Dynamic_Programming
1626.Best-Team-With-No-Conflicts,NOLEETCODE LINK,Dynamic_Programming
1691.Maximum-Height-by-Stacking-Cuboids,NOLEETCODE LINK,Dynamic_Programming
120.Triangle,NOLEETCODE LINK,Dynamic_Programming
174.Dungeon-Game,"The demons had captured the princess and imprisoned her in the bottom-right corner of a dungeon. The dungeon consists of m x n rooms laid out in a 2D grid. Our valiant knight was initially positioned in the top-left room and must fight his way through dungeon to rescue the princess.The knight has an initial health point represented by a positive integer. If at any point his health point drops to 0 or below, he dies immediately.Some of the rooms are guarded by demons (represented by negative integers), so the knight loses health upon entering these rooms; other rooms are either empty (represented as 0) or contain magic orbs that increase the knight's health (represented by positive integers).To reach the princess as quickly as possible, the knight decides to move only rightward or downward in each step.Return the knight's minimum initial health so that he can rescue the princess.Note that any room can contain threats or power-ups, even the first room the knight enters and the bottom-right room where the princess is imprisoned. Example 1:Example 2: Constraints:",Dynamic_Programming
741.Cherry-Pickup,"You are given an n x n grid representing a field of cherries, each cell is one of three possible integers.Return the maximum number of cherries you can collect by following the rules below: Example 1:Example 2: Constraints:",Dynamic_Programming
1463.Cherry-Pickup-II,NOLEETCODE LINK,Dynamic_Programming
576.Out-of-Boundary-Paths,"There is an m x n grid with a ball. The ball is initially at the position [startRow, startColumn]. You are allowed to move the ball to one of the four adjacent cells in the grid (possibly out of the grid crossing the grid boundary). You can apply at most maxMove moves to the ball.Given the five integers m, n, maxMove, startRow, startColumn, return the number of paths to move the ball out of the grid boundary. Since the answer can be very large, return it modulo 109 + 7. Example 1:Example 2: Constraints:",Dynamic_Programming
931.Minimum-Falling-Path-Sum,"Given an n x n array of integers matrix, return the minimum sum of any falling path through matrix.A falling path starts at any element in the first row and chooses the element in the next row that is either directly below or diagonally left/right. Specifically, the next element from position (row, col) will be (row + 1, col - 1), (row + 1, col), or (row + 1, col + 1). Example 1:Example 2: Constraints:",Dynamic_Programming
1289.Minimum-Falling-Path-Sum-II,"Given an n x n integer matrix grid, return the minimum sum of a falling path with non-zero shifts.A falling path with non-zero shifts is a choice of exactly one element from each row of grid such that no two elements chosen in adjacent rows are in the same column. Example 1:Example 2: Constraints:",Dynamic_Programming
1301.Number-of-Paths-with-Max-Score,"You are given a square board of characters. You can move on the board starting at the bottom right square marked with the character 'S'.You need to reach the top left square marked with the character 'E'. The rest of the squares are labeled either with a numeric character 1, 2, ..., 9 or with an obstacle 'X'. In one move you can go up, left or up-left (diagonally) only if there is no obstacle there.Return a list of two integers: the first integer is the maximum sum of numeric characters you can collect, and the second is the number of such paths that you can take to get that maximum sum, taken modulo 10^9 + 7.In case there is no path, return [0, 0]. Example 1:Example 2:Example 3: Constraints:",Dynamic_Programming
1594.Maximum-Non-Negative-Product-in-a-Matrix,NOLEETCODE LINK,Dynamic_Programming
322.Coin-Change,"You are given an integer array coins representing coins of different denominations and an integer amount representing a total amount of money.Return the fewest number of coins that you need to make up that amount. If that amount of money cannot be made up by any combination of the coins, return -1.You may assume that you have an infinite number of each kind of coin. Example 1:Example 2:Example 3: Constraints:",Dynamic_Programming
416.Partition-Equal-Subset-Sum,NOLEETCODE LINK,Dynamic_Programming
518.Coin-Change-2,"You are given an integer array coins representing coins of different denominations and an integer amount representing a total amount of money.Return the number of combinations that make up that amount. If that amount of money cannot be made up by any combination of the coins, return 0.You may assume that you have an infinite number of each kind of coin.The answer is guaranteed to fit into a signed 32-bit integer. Example 1:Example 2:Example 3: Constraints:",Dynamic_Programming
474.Ones-and-Zeroes,You are given an array of binary strings strs and two integers m and n.Return the size of the largest subset of strs such that there are at most m 0's and n 1's in the subset.A set x is a subset of a set y if all elements of x are also elements of y. Example 1:Example 2: Constraints:,Dynamic_Programming
494.Target-Sum,"You are given an integer array nums and an integer target.You want to build an expression out of nums by adding one of the symbols '+' and '-' before each integer in nums and then concatenate all the integers.Return the number of different expressions that you can build, which evaluates to target. Example 1:Example 2: Constraints:",Dynamic_Programming
805.Split-Array-With-Same-Average,"You are given an integer array nums.You should move each element of nums into one of the two arrays A and B such that A and B are non-empty, and average(A) == average(B).Return true if it is possible to achieve that and false otherwise.Note that for an array arr, average(arr) is the sum of all the elements of arr over the length of arr. Example 1:Example 2: Constraints:",Dynamic_Programming
879.Profitable-Schemes,"There is a group of n members, and a list of various crimes they could commit. The ith crime generates a profit[i] and requires group[i] members to participate in it. If a member participates in one crime, that member can't participate in another crime.Let's call a profitable scheme any subset of these crimes that generates at least minProfit profit, and the total number of members participating in that subset of crimes is at most n.Return the number of schemes that can be chosen. Since the answer may be very large, return it modulo 109 + 7. Example 1:Example 2: Constraints:",Dynamic_Programming
956.Tallest-Billboard,"You are installing a billboard and want it to have the largest height. The billboard will have two steel supports, one on each side. Each steel support must be an equal height.You are given a collection of rods that can be welded together. For example, if you have rods of lengths 1, 2, and 3, you can weld them together to make a support of length 6.Return the largest possible height of your billboard installation. If you cannot support the billboard, return 0. Example 1:Example 2:Example 3: Constraints:",Dynamic_Programming
1049.Last-Stone-Weight-II,"You are given an array of integers stones where stones[i] is the weight of the ith stone.We are playing a game with the stones. On each turn, we choose any two stones and smash them together. Suppose the stones have weights x and y with x <= y. The result of this smash is:At the end of the game, there is at most one stone left.Return the smallest possible weight of the left stone. If there are no stones left, return 0. Example 1:Example 2: Constraints:",Dynamic_Programming
1449.Form-Largest-Integer-With-Digits-That-Add-up-to-Target,NOLEETCODE LINK,Dynamic_Programming
1981.Minimize-the-Difference-Between-Target-and-Chosen-Elements,NOLEETCODE LINK,Dynamic_Programming
651.4-Keys-Keyboard,PREMIUMLOCKED,Dynamic_Programming
935.Knight-Dialer,"The chess knight has a unique movement, it may move two squares vertically and one square horizontally, or two squares horizontally and one square vertically (with both forming the shape of an L). The possible movements of chess knight are shown in this diagaram:A chess knight can move as indicated in the chess diagram below:We have a chess knight and a phone pad as shown below, the knight can only stand on a numeric cell (i.e. blue cell).Given an integer n, return how many distinct phone numbers of length n we can dial.You are allowed to place the knight on any numeric cell initially and then you should perform n - 1 jumps to dial a number of length n. All jumps should be valid knight jumps.As the answer may be very large, return the answer modulo 109 + 7. Example 1:Example 2:Example 3: Constraints:",Dynamic_Programming
1320.Minimum-Distance-to-Type-a-Word-Using-Two-Fingers,"You have a keyboard layout as shown above in the X-Y plane, where each English uppercase letter is located at some coordinate.Given the string word, return the minimum total distance to type such string using only two fingers.The distance between coordinates (x1, y1) and (x2, y2) is |x1 - x2| + |y1 - y2|.Note that the initial positions of your two fingers are considered free so do not count towards your total distance, also your two fingers do not have to start at the first letter or the first two letters. Example 1:Example 2: Constraints:",Dynamic_Programming
487.Max-Consecutive-Ones-II,PREMIUMLOCKED,Dynamic_Programming
1186.Maximum-Subarray-Sum-with-One-Deletion,"Given an array of integers, return the maximum sum for a non-empty subarray (contiguous elements) with at most one element deletion. In other words, you want to choose a subarray and optionally delete one element from it so that there is still at least one element left and the sum of the remaining elements is maximum possible.Note that the subarray needs to be non-empty after deleting one element. Example 1:Example 2:Example 3: Constraints:",Dynamic_Programming
1187.Make-Array-Strictly-Increasing,NOLEETCODE LINK,Dynamic_Programming
1909.Remove-One-Element-to-Make-the-Array-Strictly-Increasing,NOLEETCODE LINK,Dynamic_Programming
132.Palindrome-Partitioning-II,"Given a string s, partition s such that every substring of the partition is a palindrome.Return the minimum cuts needed for a palindrome partitioning of s. Example 1:Example 2:Example 3: Constraints:",Dynamic_Programming
410.Split-Array-Largest-Sum,"Given an array nums which consists of non-negative integers and an integer m, you can split the array into m non-empty continuous subarrays.Write an algorithm to minimize the largest sum among these m subarrays. Example 1:Example 2:Example 3: Constraints:",Dynamic_Programming
813.Largest-Sum-of-Averages,"You are given an integer array nums and an integer k. You can partition the array into at most k non-empty adjacent subarrays. The score of a partition is the sum of the averages of each subarray.Note that the partition must use every integer in nums, and that the score is not necessarily an integer.Return the maximum score you can achieve of all the possible partitions. Answers within 10-6 of the actual answer will be accepted. Example 1:Example 2: Constraints:",Dynamic_Programming
1278.Palindrome-Partitioning-III,NOLEETCODE LINK,Dynamic_Programming
1335.Minimum-Difficulty-of-a-Job-Schedule,NOLEETCODE LINK,Dynamic_Programming
1478.Allocate-Mailboxes,NOLEETCODE LINK,Dynamic_Programming
1977.Number-of-Ways-to-Separate-Numbers,NOLEETCODE LINK,Dynamic_Programming
131.Palindrome-Partitioning,NOLEETCODE LINK,Dynamic_Programming
312.Burst-Balloons,"You are given n balloons, indexed from 0 to n - 1. Each balloon is painted with a number on it represented by an array nums. You are asked to burst all the balloons.If you burst the ith balloon, you will get nums[i - 1] * nums[i] * nums[i + 1] coins. If i - 1 or i + 1 goes out of bounds of the array, then treat it as if there is a balloon with a 1 painted on it.Return the maximum coins you can collect by bursting the balloons wisely. Example 1:Example 2: Constraints:",DFS
375.Guess-Number-Higher-or-Lower-II,"We are playing the Guessing Game. The game will work as follows:Given a particular n, return the minimum amount of money you need to guarantee a win regardless of what number I pick. Example 1:Example 2:Example 3: Constraints:",Dynamic_Programming
471.Encode-String-with-Shortest-Length,NOLEETCODE LINK,Dynamic_Programming
516.Longest-Palindromic-Subsequence,"Given a string s, find the longest palindromic subsequence's length in s.A subsequence is a sequence that can be derived from another sequence by deleting some or no elements without changing the order of the remaining elements. Example 1:Example 2: Constraints:",Dynamic_Programming
546.Remove-Boxes,"You are given several boxes with different colors represented by different positive numbers.You may experience several rounds to remove boxes until there is no box left. Each time you can choose some continuous boxes with the same color (i.e., composed of k boxes, k >= 1), remove them and get k * k points.Return the maximum points you can get. Example 1:Example 2:Example 3: Constraints:",DFS
664.Strange-Printer,"There is a strange printer with the following two special properties:Given a string s, return the minimum number of turns the printer needed to print it. Example 1:Example 2: Constraints:",Dynamic_Programming
730.Count-Different-Palindromic-Subsequences,"Given a string s, return the number of different non-empty palindromic subsequences in s. Since the answer may be very large, return it modulo 109 + 7.A subsequence of a string is obtained by deleting zero or more characters from the string.A sequence is palindromic if it is equal to the sequence reversed.Two sequences a1, a2, ... and b1, b2, ... are different if there is some i for which ai != bi. Example 1:Example 2: Constraints:",Dynamic_Programming
1000.Minimum-Cost-to-Merge-Stones,"There are n piles of stones arranged in a row. The ith pile has stones[i] stones.A move consists of merging exactly k consecutive piles into one pile, and the cost of this move is equal to the total number of stones in these k piles.Return the minimum cost to merge all piles of stones into one pile. If it is impossible, return -1. Example 1:Example 2:Example 3: Constraints:",Dynamic_Programming
1130.Minimum-Cost-Tree-From-Leaf-Values,"Given an array arr of positive integers, consider all binary trees such that:Among all possible binary trees considered, return the smallest possible sum of the values of each non-leaf node. It is guaranteed this sum fits into a 32-bit integer.A node is a leaf if and only if it has zero children. Example 1:Example 2: Constraints:",Dynamic_Programming
1246.Palindrome-Removal,NOLEETCODE LINK,Dynamic_Programming
1039.Minimum-Score-Triangulation-of-Polygon,"You have a convex n-sided polygon where each vertex has an integer value. You are given an integer array values where values[i] is the value of the ith vertex (i.e., clockwise order).You will triangulate the polygon into n - 2 triangles. For each triangle, the value of that triangle is the product of the values of its vertices, and the total score of the triangulation is the sum of these values over all n - 2 triangles in the triangulation.Return the smallest possible total score that you can achieve with some triangulation of the polygon. Example 1:Example 2:Example 3: Constraints:",Dynamic_Programming
1547.Minimum-Cost-to-Cut-a-Stick,NOLEETCODE LINK,Dynamic_Programming
1682.Longest-Palindromic-Subsequence-II,NOLEETCODE LINK,Dynamic_Programming
1690.Stone-Game-VII,NOLEETCODE LINK,Dynamic_Programming
1745.Palindrome-Partitioning-IV,NOLEETCODE LINK,Dynamic_Programming
1770.Maximum-Score-from-Performing-Multiplication-Operations,NOLEETCODE LINK,Dynamic_Programming
010.Regular-Expression-Matching,"Given an input string s and a pattern p, implement regular expression matching with support for '.' and '*' where:The matching should cover the entire input string (not partial). Example 1:Example 2:Example 3: Constraints:",Dynamic_Programming
044.Wildcard-Matching,NOLEETCODE LINK,Dynamic_Programming
097.Interleaving-String,"Given strings s1, s2, and s3, find whether s3 is formed by an interleaving of s1 and s2.An interleaving of two strings s and t is a configuration where they are divided into non-empty substrings such that:Note: a + b is the concatenation of strings a and b. Example 1:Example 2:Example 3: Constraints: Follow up: Could you solve it using only O(s2.length) additional memory space?",Dynamic_Programming
072.Edit-Distance,"Given two strings word1 and word2, return the minimum number of operations required to convert word1 to word2.You have the following three operations permitted on a word: Example 1:Example 2: Constraints:",Dynamic_Programming
583.Delete-Operation-for-Two-Strings,"Given two strings word1 and word2, return the minimum number of steps required to make word1 and word2 the same.In one step, you can delete exactly one character in either string. Example 1:Example 2: Constraints:",Dynamic_Programming
712.Minimum-ASCII-Delete-Sum-for-Two-Strings,"Given two strings s1 and s2, return the lowest ASCII sum of deleted characters to make two strings equal. Example 1:Example 2: Constraints:",Dynamic_Programming
718.Maximum-Length-of-Repeated-Subarray,NOLEETCODE LINK,Dynamic_Programming
727.Minimum-Window-Subsequence,PREMIUMLOCKED,Greedy
1035.Uncrossed-Lines,"You are given two integer arrays nums1 and nums2. We write the integers of nums1 and nums2 (in the order they are given) on two separate horizontal lines.We may draw connecting lines: a straight line connecting two numbers nums1[i] and nums2[j] such that:Note that a connecting line cannot intersect even at the endpoints (i.e., each number can only belong to one connecting line).Return the maximum number of connecting lines we can draw in this way. Example 1:Example 2:Example 3: Constraints:",Dynamic_Programming
1092.Shortest-Common-Supersequence,"Given two strings str1 and str2, return the shortest string that has both str1 and str2 as subsequences. If there are multiple valid strings, return any of them.A string s is a subsequence of string t if deleting some number of characters from t (possibly 0) results in the string s. Example 1:Example 2: Constraints:",Dynamic_Programming
1143.Longest-Common-Subsequence,NOLEETCODE LINK,Dynamic_Programming
1216.Valid-Palindrome-III,NOLEETCODE LINK,Dynamic_Programming
1312.Minimum-Insertion-Steps-to-Make-a-String-Palindrome,Given a string s. In one step you can insert any character at any index of the string.Return the minimum number of steps to make s palindrome.A Palindrome String is one that reads the same backward as well as forward. Example 1:Example 2:Example 3: Constraints:,Dynamic_Programming
1458.Max-Dot-Product-of-Two-Subsequences,NOLEETCODE LINK,Dynamic_Programming
1771.Maximize-Palindrome-Length-From-Subsequences,NOLEETCODE LINK,Dynamic_Programming
465.Optimal-Account-Balancing,PREMIUMLOCKED,Dynamic_Programming
691.Stickers-to-Spell-Word,"We are given n different types of stickers. Each sticker has a lowercase English word on it.You would like to spell out the given string target by cutting individual letters from your collection of stickers and rearranging them. You can use each sticker more than once if you want, and you have infinite quantities of each sticker.Return the minimum number of stickers that you need to spell out target. If the task is impossible, return -1.Note: In all test cases, all words were chosen randomly from the 1000 most common US English words, and target was chosen as a concatenation of two random words. Example 1:Example 2: Constraints:",Dynamic_Programming
943.Find-the-Shortest-Superstring,"Given an array of strings words, return the smallest string that contains each string in words as a substring. If there are multiple valid strings of the smallest length, return any of them.You may assume that no string in words is a substring of another string in words. Example 1:Example 2: Constraints:",Dynamic_Programming
1125.Smallest-Sufficient-Team,NOLEETCODE LINK,Dynamic_Programming
1349.Maximum-Students-Taking-Exam,"Given a m * n matrix seats  that represent seats distributions in a classroom. If a seat is broken, it is denoted by '#' character otherwise it is denoted by a '.' character.Students can see the answers of those sitting next to the left, right, upper left and upper right, but he cannot see the answers of the student sitting directly in front or behind him. Return the maximum number of students that can take the exam together without any cheating being possible..Students must be placed in seats in good condition. Example 1:Example 2:Example 3: Constraints:",Dynamic_Programming
1411.Number-of-Ways-to-Paint-N%C3%973-Grid,NOLEETCODE LINK,Dynamic_Programming
1434.Number-of-Ways-to-Wear-Different-Hats-to-Each-Other,NOLEETCODE LINK,Dynamic_Programming
1595.Minimum-Cost-to-Connect-Two-Groups-of-Points,NOLEETCODE LINK,Dynamic_Programming
1659.Maximize-Grid-Happiness,NOLEETCODE LINK,Dynamic_Programming
1681.Minimum-Incompatibility,NOLEETCODE LINK,Dynamic_Programming
1723.Find-Minimum-Time-to-Finish-All-Jobs,NOLEETCODE LINK,Dynamic_Programming
1799.Maximize-Score-After-N-Operations,NOLEETCODE LINK,Dynamic_Programming
1931.Painting-a-Grid-With-Three-Different-Colors,NOLEETCODE LINK,Dynamic_Programming
1994.The-Number-of-Good-Subsets,NOLEETCODE LINK,Dynamic_Programming
1494.Parallel-Courses-II,NOLEETCODE LINK,Dynamic_Programming
1655.Distribute-Repeating-Integers,NOLEETCODE LINK,Dynamic_Programming
1986.Minimum-Number-of-Work-Sessions-to-Finish-the-Tasks,NOLEETCODE LINK,Dynamic_Programming
1066.Campus-Bikes-II,PREMIUMLOCKED,BFS
1879.Minimum-XOR-Sum-of-Two-Arrays,NOLEETCODE LINK,BFS
1947.Maximum-Compatibility-Score-Sum,NOLEETCODE LINK,Dynamic_Programming
096.Unique-Binary-Search-Trees,NOLEETCODE LINK,Dynamic_Programming
1259.Handshakes-That-Don't-Cross,NOLEETCODE LINK,Dynamic_Programming
629.K-Inverse-Pairs-Array,"For an integer array nums, an inverse pair is a pair of integers [i, j] where 0 <= i < j < nums.length and nums[i] > nums[j].Given two integers n and k, return the number of different arrays consist of numbers from 1 to n such that there are exactly k inverse pairs. Since the answer can be huge, return it modulo 109 + 7. Example 1:Example 2: Constraints:",Dynamic_Programming
903.Valid-Permutations-for-DI-Sequence,"You are given a string s of length n where s[i] is either:A permutation perm of n + 1 integers of all the integers in the range [0, n] is called a valid permutation if for all valid i:Return the number of valid permutations perm. Since the answer may be large, return it modulo 109 + 7. Example 1:Example 2: Constraints:",Dynamic_Programming
1866.Number-of-Ways-to-Rearrange-Sticks-With-K-Sticks-Visible,NOLEETCODE LINK,Math
2044.Count-Number-of-Maximum-Bitwise-OR-Subsets,NOLEETCODE LINK,Dynamic_Programming
137.Single-Number-II,NOLEETCODE LINK,Bit_Manipulation
260.Single-Number-III,"Given an integer array nums, in which exactly two elements appear only once and all the other elements appear exactly twice. Find the two elements that appear only once. You can return the answer in any order.You must write an algorithm that runs in linear runtime complexity and uses only constant extra space. Example 1:Example 2:Example 3: Constraints:",Bit_Manipulation
371.Sum-of-Two-Integers,"Given two integers a and b, return the sum of the two integers without using the operators + and -. Example 1:Example 2: Constraints:",Bit_Manipulation
318.Maximum-Product-of-Word-Lengths,"Given a string array words, return the maximum value of length(word[i]) * length(word[j]) where the two words do not share common letters. If no such two words exist, return 0. Example 1:Example 2:Example 3: Constraints:",Bit_Manipulation
957.Prison-Cells-After-N-Days,NOLEETCODE LINK,Bit_Manipulation
1521.Find-a-Value-of-a-Mysterious-Function-Closest-to-Target,NOLEETCODE LINK,Bit_Manipulation
136.Single-Number,"Given a non-empty array of integers nums, every element appears twice except for one. Find that single one.You must implement a solution with a linear runtime complexity and use only constant extra space. Example 1:Example 2:Example 3: Constraints:",Bit_Manipulation
268.Missing-Number,NOLEETCODE LINK,Greedy
1310.XOR-Queries-of-a-Subarray,NOLEETCODE LINK,Bit_Manipulation
1442.Count-Triplets-That-Can-Form-Two-Arrays-of-Equal-XOR,NOLEETCODE LINK,Bit_Manipulation
1506.Find-Root-of-N-Ary-Tree,NOLEETCODE LINK,Bit_Manipulation
1734.Decode-XORed-Permutation,NOLEETCODE LINK,Bit_Manipulation
1738.Find-Kth-Largest-XOR-Coordinate-Value,NOLEETCODE LINK,Bit_Manipulation
1835.Find-XOR-Sum-of-All-Pairs-Bitwise-AND,NOLEETCODE LINK,Bit_Manipulation
1239.Maximum-Length-of-a-Concatenated-String-with-Unique-Characters,NOLEETCODE LINK,Bit_Manipulation
1284.Minimum-Number-of-Flips-to-Convert-Binary-Matrix-to-Zero-Matrix,NOLEETCODE LINK,Bit_Manipulation
1452.People-Whose-List-of-Favorite-Companies-Is-Not-a-Subset-of-Another-List,NOLEETCODE LINK,Bit_Manipulation
1601.Maximum-Number-of-Achievable-Transfer-Requests,NOLEETCODE LINK,Bit_Manipulation
1755.Closest-Subsequence-Sum,NOLEETCODE LINK,Bit_Manipulation
2035.Partition-Array-Into-Two-Arrays-to-Minimize-Sum-Difference,NOLEETCODE LINK,Bit_Manipulation
1774.Closest-Dessert-Cost,NOLEETCODE LINK,Bit_Manipulation
2002.Maximum-Product-of-the-Length-of-Two-Palindromic-Subsequences,NOLEETCODE LINK,Bit_Manipulation
315.Count-of-Smaller-Numbers-After-Self,You are given an integer array nums and you have to return a new counts array. The counts array has the property where counts[i] is the number of smaller elements to the right of nums[i]. Example 1:Example 2:Example 3: Constraints:,Divide_Conquer
327.Count-of-Range-Sum,"Given an integer array nums and two integers lower and upper, return the number of range sums that lie in [lower, upper] inclusive.Range sum S(i, j) is defined as the sum of the elements in nums between indices i and j inclusive, where i <= j. Example 1:Example 2: Constraints:",Divide_Conquer
493.Reverse-Pairs,"Given an integer array nums, return the number of reverse pairs in the array.A reverse pair is a pair (i, j) where 0 <= i < j < nums.length and nums[i] > 2 * nums[j]. Example 1:Example 2: Constraints:",Divide_Conquer
1649.Create-Sorted-Array-through-Instructions,NOLEETCODE LINK,Divide_Conquer
006.ZigZag-Conversion,"The string ""PAYPALISHIRING"" is written in a zigzag pattern on a given number of rows like this: (you may want to display this pattern in a fixed font for better legibility)And then read line by line: ""PAHNAPLSIIGYIR""Write the code that will take a string and make this conversion given a number of rows: Example 1:Example 2:Example 3: Constraints:",String
336.Palindrome-Pairs,"Given a list of unique words, return all the pairs of the distinct indices (i, j) in the given list, so that the concatenation of the two words words[i] + words[j] is a palindrome. Example 1:Example 2:Example 3: Constraints:",String
388.Longest-Absolute-File-Path,"Suppose we have a file system that stores both files and directories. An example of one system is represented in the following picture:Here, we have dir as the only directory in the root. dir contains two subdirectories, subdir1 and subdir2. subdir1 contains a file file1.ext and subdirectory subsubdir1. subdir2 contains a subdirectory subsubdir2, which contains a file file2.ext.In text form, it looks like this (with ⟶ representing the tab character):If we were to write this representation in code, it will look like this: ""dir\n\tsubdir1\n\t\tfile1.ext\n\t\tsubsubdir1\n\tsubdir2\n\t\tsubsubdir2\n\t\t\tfile2.ext"". Note that the '\n' and '\t' are the new-line and tab characters.Every file and directory has a unique absolute path in the file system, which is the order of directories that must be opened to reach the file/directory itself, all concatenated by '/'s. Using the above example, the absolute path to file2.ext is ""dir/subdir2/subsubdir2/file2.ext"". Each directory name consists of letters, digits, and/or spaces. Each file name is of the form name.extension, where name and extension consist of letters, digits, and/or spaces.Given a string input representing the file system in the explained format, return the length of the longest absolute path to a file in the abstracted file system. If there is no file in the system, return 0. Example 1:Example 2:Example 3: Constraints:",String
418.Sentence-Screen-Fitting,PREMIUMLOCKED,String
423.Reconstruct-Original-Digits-from-English,"Given a string s containing an out-of-order English representation of digits 0-9, return the digits in ascending order. Example 1:Example 2: Constraints:",Others
527.Word-Abbreviation,PREMIUMLOCKED,String
556.Next-Greater-Element-III,"Given a positive integer n, find the smallest integer which has exactly the same digits existing in the integer n and is greater in value than n. If no such positive integer exists, return -1.Note that the returned integer should fit in 32-bit integer, if there is a valid answer but it does not fit in 32-bit integer, return -1. Example 1:Example 2: Constraints:",String
467.Unique-Substrings-in-Wraparound-String,"We define the string s to be the infinite wraparound string of ""abcdefghijklmnopqrstuvwxyz"", so s will look like this:Given a string p, return the number of unique non-empty substrings of p are present in s. Example 1:Example 2:Example 3: Constraints:",String
564.Find-the-Closest-Palindrome,"Given a string n representing an integer, return the closest integer (not including itself), which is a palindrome. If there is a tie, return the smaller one.The closest is defined as the absolute difference minimized between two integers. Example 1:Example 2: Constraints:",String
736.Parse-Lisp-Expression,You are given a string expression representing a Lisp-like expression to return the integer value of.The syntax for these expressions is given as follows. Example 1:Example 2:Example 3: Constraints:,String
816.Ambiguous-Coordinates,NOLEETCODE LINK,String
844.Backspace-String-Compare,"Given two strings s and t, return true if they are equal when both are typed into empty text editors. '#' means a backspace character.Note that after backspacing an empty text, the text will continue empty. Example 1:Example 2:Example 3: Constraints: Follow up: Can you solve it in O(n) time and O(1) space?",String
1616.Split-Two-Strings-to-Make-Palindrome,NOLEETCODE LINK,String
1754.Largest-Merge-Of-Two-Strings,NOLEETCODE LINK,String
1849.Splitting-a-String-Into-Descending-Consecutive-Values,NOLEETCODE LINK,String
320.Generalized-Abbreviation,NOLEETCODE LINK,String
408.Valid-Word-Abbreviation,PREMIUMLOCKED,String
411.Minimum-Unique-Word-Abbreviation,PREMIUMLOCKED,String
2060.Check-if-an-Original-String-Exists-Given-Two-Encoded-Strings,NOLEETCODE LINK,Recursion
1044.Longest-Duplicate-Substring,NOLEETCODE LINK,String
1062.Longest-Repeating-Substring,NOLEETCODE LINK,String
1554.Strings-Differ-by-One-Character,NOLEETCODE LINK,String
1698.Number-of-Distinct-Substrings-in-a-String,NOLEETCODE LINK,String
1923.Longest-Common-Subpath,NOLEETCODE LINK,String
1392.Longest-Happy-Prefix,NOLEETCODE LINK,String
028.Implement-strStr,"Implement strStr().Return the index of the first occurrence of needle in haystack, or -1 if needle is not part of haystack.Clarification:What should we return when needle is an empty string? This is a great question to ask during an interview.For the purpose of this problem, we will return 0 when needle is an empty string. This is consistent to C's strstr() and Java's indexOf(). Example 1:Example 2:Example 3: Constraints:",String
459.Repeated-Substring-Pattern,NOLEETCODE LINK,String
572.Subtree-of-Another-Tree,"Given the roots of two binary trees root and subRoot, return true if there is a subtree of root with the same structure and node values of subRoot and false otherwise.A subtree of a binary tree tree is a tree that consists of a node in tree and all of this node's descendants. The tree tree could also be considered as a subtree of itself. Example 1:Example 2: Constraints:",Tree
1367.Linked-List-in-Binary-Tree,NOLEETCODE LINK,String
1764.Form-Array-by-Concatenating-Subarrays-of-Another-Array,NOLEETCODE LINK,String
005.Longest-Palindromic-Substring,"Given a string s, return the longest palindromic substring in s. Example 1:Example 2: Constraints:",String
647.Palindromic-Substrings,"Given a string s, return the number of palindromic substrings in it.A string is a palindrome when it reads the same backward as forward.A substring is a contiguous sequence of characters within the string. Example 1:Example 2: Constraints:",String
1960.Maximum-Product-of-the-Length-of-Two-Palindromic-Substrings,NOLEETCODE LINK,String
